rank,°¡¼ö,ÀÛ°î,ÀÛ»ç,Æí°î
41,199,1070,1996,1070
42,2071,2221,1974,1730
44,2112,2004,1724,2004
45,1527,797,1945,1619
46,1227,1227,1227,1090
47,198,1436,1436,1436
48,1250,1823,1823,1823
49,449,733,733,733
50,2189,1579,1579,2189
1,80,639,639,639
2,1248,1466,1466,1466
3,80,639,639,639
4,1491,1491,1491,1491
5,1728,837,837,837
6,199,182,1574,182
7,80,639,639,639
8,720,720,720,1333
9,856,1524,1524,1844
10,579,394,1949,394
11,80,639,238,639
12,2120,2120,586,2120
13,1078,1050,2017,1050
14,1646,1084,1974,1084
15,1973,962,1973,962
16,2178,1684,1684,2088
17,1316,1316,1316,2048
18,1270,2117,1844,2117
19,1527,1945,1945,1945
20,198,1436,1436,1436
21,971,971,971,759
22,1278,1277,1277,1401
23,1227,1227,1227,1227
24,1182,1676,1676,1676
25,732,1295,1295,1295
26,1002,1608,1922,1608
27,1527,1201,1201,1753
28,971,971,971,733
29,199,762,762,762
30,2071,2221,1974,1730
31,2120,2120,762,2120
32,1966,2069,2069,511
33,2034,724,724,724
34,2120,2120,2016,2120
35,447,733,733,733
36,884,211,1998,211
37,2197,1251,1251,733
38,199,647,1939,647
39,420,1148,1148,1148
40,2178,244,244,244
41,720,720,720,509
42,544,281,1939,281
43,993,733,733,733
44,449,733,733,733
45,198,1436,1436,1436
46,1505,2029,1998,843
47,1240,516,516,733
48,1227,1227,1227,1090
50,1695,757,888,757
1,1248,1466,1466,1466
2,80,639,639,639
3,1491,1491,1491,1491
4,856,1524,1524,1844
5,80,639,639,639
6,1728,837,837,837
7,720,720,720,1333
8,80,639,639,639
9,199,182,1574,182
10,18,1960,1960,1093
11,579,394,1949,394
12,1973,962,1973,962
13,1265,1265,1265,1265
14,1078,1050,2017,1050
15,80,639,238,639
16,1646,1084,1974,1084
17,1104,837,837,1338
18,1270,2117,1844,2117
19,2120,2120,586,2120
20,1316,1316,1316,2048
21,1638,875,1974,733
22,2178,1684,1684,2088
23,1527,1945,1945,1945
24,198,1436,1436,1436
25,971,971,971,759
26,2197,1251,1251,733
27,1227,1227,1227,1227
28,1278,1277,1277,1401
29,1182,1676,1676,1676
30,420,1148,1148,1148
31,732,1295,1295,1295
32,1002,1608,1922,1608
33,1527,1201,1201,1753
34,447,733,733,733
35,2071,2221,1974,1730
36,884,211,1998,211
37,971,971,971,733
38,993,733,733,733
39,2034,724,724,724
40,2120,2120,762,2120
41,1966,2069,2069,511
42,1427,1421,1421,1421
43,1250,211,211,211
44,199,762,762,762
45,1505,2029,1998,843
46,449,733,733,733
47,199,647,1939,647
48,2064,1034,1034,1034
49,2178,244,244,244
50,720,720,720,509
1,1479,1684,1684,1555
2,31,1591,1591,1591
3,1104,837,837,1338
4,1248,1466,1466,1466
5,80,639,639,639
6,1491,1491,1491,1491
7,884,1188,1188,2107
8,1265,1265,1265,1265
9,856,1524,1524,1844
10,1259,1257,1257,1257
11,80,639,639,639
12,80,639,639,639
13,720,720,720,1333
14,18,1960,1960,1093
15,1728,837,837,837
16,579,394,1949,394
17,199,182,1574,182
18,1078,1050,2017,1050
19,1973,962,1973,962
20,80,639,238,639
21,1646,1084,1974,1084
22,1270,2117,1844,2117
23,1316,1316,1316,2048
24,2120,2120,586,2120
25,2178,1684,1684,2088
26,2103,1295,1295,1295
27,1527,1945,1945,1945
28,420,1148,1148,1148
29,1479,2088,1684,2088
30,971,971,971,759
31,2197,1251,1251,733
32,198,1436,1436,1436
33,993,733,733,733
34,884,211,1998,211
35,1227,1227,1227,1227
36,1638,875,1974,733
38,1278,1277,1277,1401
39,732,1295,1295,1295
40,1182,1676,1676,1676
41,1002,1608,1922,1608
42,971,971,971,733
43,1527,1201,1201,1753
44,1479,1014,1014,625
45,447,733,733,733
46,1427,1421,1421,1421
47,2071,2221,1974,1730
48,2044,426,1436,426
49,2226,875,2017,875
1,2189,1579,1579,2189
2,1359,43,1939,485
3,2189,733,733,733
4,1479,1684,1684,1555
5,764,288,415,1058
6,80,238,238,508
7,31,1591,1591,1591
8,80,639,639,639
9,2053,148,148,148
10,1248,1466,1466,1466
11,2189,1579,1579,2189
12,1104,837,837,1338
13,80,639,639,639
14,720,720,720,1333
15,884,940,940,2107
16,1491,1491,1491,1491
17,884,1188,1188,2107
18,884,327,327,2107
19,80,639,639,639
20,856,1524,1524,1844
21,2189,733,733,733
22,80,639,238,639
23,884,1882,749,2107
24,80,639,639,639
25,2189,1579,1579,2189
26,1259,1257,1257,1257
27,1973,962,1973,962
28,1545,1591,1591,1591
29,884,1444,1767,2107
30,1265,1265,1265,1265
31,1078,1050,2017,1050
32,2189,1579,1579,2189
33,579,394,1949,394
34,1359,647,439,647
35,420,1148,1148,1148
36,720,720,720,509
37,18,1960,1960,1093
38,199,182,1574,182
39,2189,1579,1579,2189
40,1646,1084,1974,1084
41,1302,1379,1379,1379
42,971,971,971,759
43,1316,1316,1316,2048
44,2189,1579,1579,2189
45,1728,837,837,837
46,1227,1227,1227,1227
47,198,1436,1436,1436
48,993,733,733,733
49,1270,2117,1844,2117
50,804,719,2017,719
1,2189,1579,1579,2189
2,2189,733,733,733
3,1359,43,1939,485
4,1479,1684,1684,1555
5,1096,814,760,814
6,31,1591,1591,1591
7,2053,148,148,148
8,80,238,238,508
9,1544,1436,1436,1436
10,764,288,415,1058
11,80,639,639,639
12,80,639,639,639
13,720,720,720,1333
14,720,720,720,1333
15,2189,1579,1579,2189
16,1104,837,837,1338
17,1248,1466,1466,1466
18,1802,565,565,565
19,1491,1491,1491,1491
20,80,639,238,639
21,1211,127,1211,127
22,884,940,940,2107
23,884,1188,1188,2107
24,2189,733,733,733
25,80,639,639,639
26,884,327,327,2107
27,720,720,720,509
28,2189,1579,1579,2189
29,582,379,379,379
30,80,639,639,639
31,884,1882,749,2107
32,856,1524,1524,1844
33,250,121,1227,319
34,1973,962,1973,962
35,1881,1734,1637,1734
36,2189,1579,1579,2189
37,1078,1050,2017,1050
38,884,1444,1767,2107
39,1259,1257,1257,1257
40,420,1148,1148,1148
41,1265,1265,1265,1265
42,2189,1579,1579,2189
43,579,394,1949,394
44,971,971,971,759
45,1545,1591,1591,1591
46,1078,251,1078,251
47,2189,1579,1579,2189
48,1646,1084,1974,1084
49,1302,1379,1379,1379
50,1227,1227,1227,1227
1,2189,733,733,733
2,720,720,720,1333
3,2189,1579,1579,2189
4,1544,1436,1436,1436
5,1479,1684,1684,1555
6,1359,43,1939,485
7,31,1591,1591,1591
8,720,720,720,1333
9,80,238,238,508
10,80,639,639,639
11,1299,261,261,733
12,764,288,415,1058
13,80,639,639,639
14,1104,837,837,1338
15,2053,148,148,148
16,1248,1466,1466,1466
17,1096,814,760,814
18,2120,2120,586,2120
19,2189,1579,1579,2189
20,1491,1491,1491,1491
21,80,639,238,639
22,1211,127,1211,127
23,884,940,940,2107
24,720,720,720,509
25,884,1188,1188,2107
26,884,327,327,2107
27,1757,1670,749,2107
28,884,1882,749,2107
29,1802,565,565,565
30,80,639,639,639
31,1433,251,1078,251
32,2189,733,733,733
33,582,379,379,379
34,80,639,639,639
35,1881,1734,1637,1734
36,884,1444,1767,2107
37,856,1524,1524,1844
38,1078,1050,2017,1050
39,1554,1676,1676,1676
40,2120,2120,2120,2120
41,1973,962,1973,962
43,2189,1579,1579,2189
44,2189,1579,1579,2189
45,420,1148,1148,1148
46,804,719,2017,719
47,1078,251,1078,251
48,1259,1257,1257,1257
49,1491,934,951,778
50,250,121,1227,319
1,2189,733,733,733
2,720,720,720,1333
3,2189,1579,1579,2189
4,720,720,720,1333
5,2120,2120,586,2120
6,1544,1436,1436,1436
7,1479,1684,1684,1555
8,1433,251,1078,251
9,31,1591,1591,1591
10,1623,837,900,1193
11,80,639,639,639
12,1359,43,1939,485
13,80,238,238,508
14,1104,837,837,1338
15,80,639,639,639
16,1299,261,261,733
17,764,288,415,1058
18,1248,1466,1466,1466
19,1554,1676,1676,1676
20,2053,148,148,148
21,1299,261,261,733
22,80,639,238,639
23,1491,1491,1491,1491
25,1078,1211,1078,251
26,2189,1579,1579,2189
27,884,940,940,2107
28,720,720,720,509
29,884,327,327,2107
30,2120,2120,2120,2120
31,1211,127,1211,127
32,80,639,639,639
33,884,1188,1188,2107
34,1096,814,760,814
35,884,1882,749,2107
36,2189,1579,1579,2189
37,1757,1670,749,2107
38,2189,733,733,733
39,1802,565,565,565
41,80,639,639,639
42,1078,251,1078,251
43,1881,1734,1637,1734
44,1078,1050,2017,1050
45,884,1444,1767,2107
46,856,1524,1524,1844
47,1973,962,1973,962
48,582,379,379,379
49,420,1148,1148,1148
50,804,719,2017,719
1,80,639,639,639
2,1604,724,1227,1227
3,80,639,238,639
4,2189,733,733,733
6,720,720,720,1333
7,2189,1579,1579,2189
8,720,720,720,1333
9,1544,1436,1436,1436
10,1479,1684,1684,1555
11,1623,837,900,1193
12,80,639,639,639
13,2120,2120,586,2120
14,31,1591,1591,1591
15,80,238,238,508
16,1433,251,1078,251
17,579,394,861,394
18,1359,43,1939,485
19,80,639,639,639
20,1104,837,837,1338
21,1554,1676,1676,1676
23,1248,1466,1466,1466
24,80,639,238,639
25,764,288,415,1058
26,1491,1491,1491,1491
27,2053,148,148,148
28,1299,261,261,733
29,1299,261,261,733
30,80,639,639,639
31,884,940,940,2107
32,2189,1579,1579,2189
33,2032,594,2032,594
34,720,720,720,509
35,884,327,327,2107
36,884,1188,1188,2107
37,1757,1670,749,2107
38,80,639,639,639
39,2189,1579,1579,2189
40,884,1882,749,2107
41,1604,2175,2175,2175
42,1211,127,1211,127
43,1096,814,760,814
44,1078,1211,1078,251
45,431,1973,432,1973
46,2120,2120,2120,2120
47,1078,251,1078,251
48,1881,1734,1637,1734
49,1078,1050,2017,1050
50,2189,733,733,733
1,80,639,639,639
2,609,251,609,251
3,2189,733,733,733
4,1604,724,1227,1227
5,80,639,238,639
6,2120,2120,1579,2120
8,720,720,720,1333
9,2189,1579,1579,2189
10,720,720,720,1333
11,1544,1436,1436,1436
12,1479,1684,1684,1555
13,80,639,639,639
14,1337,1684,1684,2088
15,78,1979,1979,1979
16,31,1591,1591,1591
17,1554,1676,1676,1676
18,80,238,238,508
19,1623,837,900,1193
20,2120,2120,586,2120
21,1104,837,837,1338
22,431,1973,432,1973
23,1433,251,1078,251
24,1801,1978,1801,1978
25,80,639,639,639
26,1359,43,1939,485
27,1248,1466,1466,1466
28,80,639,238,639
29,2120,2120,2120,2120
31,1491,1491,1491,1491
32,764,288,415,1058
33,2053,148,148,148
34,80,639,639,639
36,1299,261,261,733
37,884,940,940,2107
38,720,720,720,509
39,884,327,327,2107
40,1299,261,261,733
41,579,394,861,394
42,1294,1095,1293,1095
43,2189,1579,1579,2189
44,884,1188,1188,2107
45,80,639,639,639
46,884,1882,749,2107
47,1757,1670,749,2107
48,1078,1050,2017,1050
49,2189,1579,1579,2189
50,1211,127,1211,127
1,1745,1491,1491,1762
2,1801,1978,1801,1978
3,2223,639,639,639
4,1359,596,9,73
5,1665,367,720,367
6,80,639,639,639
7,1562,1579,1579,2189
8,577,1936,749,1936
9,609,251,609,251
10,2189,733,733,733
11,1013,1227,1227,1227
12,1604,724,1227,1227
13,431,1973,1973,1973
14,2120,2120,1579,2120
16,1321,7,1896,7
17,720,720,720,1333
18,80,639,238,639
19,577,837,749,1714
20,2189,1579,1579,2189
21,720,720,720,1333
23,80,639,639,639
24,1479,1684,1684,1555
26,1554,1676,1676,1676
27,1544,1436,1436,1436
28,31,1591,1591,1591
29,1359,593,1939,593
30,80,238,238,508
31,1104,837,837,1338
32,577,1717,1717,1746
33,431,1973,432,1973
34,1294,1095,1293,1095
35,2120,2120,586,2120
36,2190,1338,1338,1338
37,1623,837,900,1193
38,1359,43,1939,485
39,1248,1466,1466,1466
40,80,639,639,639
41,80,639,238,639
42,1433,251,1078,251
43,1491,1491,1491,1491
44,1267,837,1267,1060
45,609,251,609,251
46,1337,1684,1684,2088
47,577,892,892,388
49,764,288,415,1058
50,80,639,639,639
1,1745,1491,1491,1762
2,2223,639,639,639
3,1665,367,720,367
4,1562,1579,1579,2189
5,1013,1227,1227,1227
6,431,1973,1973,1973
7,1321,7,1896,7
8,1359,596,9,73
9,1801,1978,1801,1978
10,80,639,639,639
11,2189,733,733,733
12,577,1936,749,1936
14,720,720,720,1333
15,609,251,609,251
16,1604,724,1227,1227
18,80,639,238,639
19,2190,1338,1338,1338
20,80,639,639,639
21,2189,1579,1579,2189
22,720,720,720,1333
23,2120,2120,1579,2120
24,1267,837,1267,1060
25,1554,1676,1676,1676
26,577,837,749,1714
27,1479,1684,1684,1555
28,31,1591,1591,1591
29,1544,1436,1436,1436
30,80,238,238,508
31,1491,1491,1491,1491
32,1104,837,837,1338
33,1248,1466,1466,1466
34,1359,43,1939,485
35,80,639,238,639
37,80,639,639,639
38,1359,593,1939,593
39,2120,2120,586,2120
40,193,504,193,504
41,431,1973,432,1973
42,1623,837,900,1193
43,431,1973,432,1973
44,1433,251,1078,251
45,609,251,609,251
46,80,639,639,639
47,1994,1756,1756,1756
48,2053,148,148,148
49,577,1717,1717,1746
50,720,720,720,509
1,1745,1491,1491,1762
2,431,1973,1973,1973
3,544,394,1344,394
4,2223,639,639,639
5,1359,596,9,73
6,1665,367,720,367
7,1227,1227,1227,1227
8,1554,1676,1676,1676
9,1562,1579,1579,2189
10,80,639,639,639
11,1801,1978,1801,1978
12,1013,1227,1227,1227
13,2189,733,733,733
14,1814,1444,2011,1173
15,720,720,720,1333
16,431,1973,432,1973
17,720,720,720,1333
18,80,639,639,639
20,577,1936,749,1936
21,1227,1227,1227,1227
22,1604,724,1227,1227
23,2189,1579,1579,2189
24,1864,326,461,142
25,609,251,609,251
26,1321,7,1896,7
27,31,1591,1591,1591
28,80,639,238,639
29,1104,837,837,1338
30,1248,1466,1466,1466
31,1071,1334,1334,1334
32,80,238,238,508
33,2190,1338,1338,1338
34,1817,1247,1817,1247
35,1491,1491,1491,1491
36,1479,1684,1684,1555
37,2120,2120,1579,2120
38,1544,1436,1436,1436
39,80,639,238,639
40,1248,1483,1030,1483
41,80,639,639,639
42,2120,2120,586,2120
43,1359,43,1939,485
44,1888,1030,1030,1795
45,1099,681,1099,681
46,1623,837,900,1193
47,577,837,749,1714
48,1267,837,1267,1060
49,204,733,733,733
50,80,639,639,639
1,729,76,84,111
2,2125,1466,1466,1466
3,1745,1491,1491,1762
4,544,394,1344,394
5,431,1973,1973,1973
6,1359,596,9,73
7,1554,1676,1676,1676
8,2223,639,639,639
9,2125,1712,1712,1712
10,1665,367,720,367
11,80,639,639,639
12,2189,733,733,733
13,1801,1978,1801,1978
14,113,1884,1884,1884
15,1562,1579,1579,2189
16,1814,1444,2011,1173
17,1227,1227,1227,1227
18,1104,1203,1203,1203
19,1013,1227,1227,1227
20,720,720,720,1333
21,431,1973,432,1973
22,80,639,639,639
23,720,720,720,1333
26,2189,1579,1579,2189
27,577,1936,749,1936
28,1604,724,1227,1227
29,31,1591,1591,1591
30,1248,1466,1466,1466
31,80,238,238,508
32,1104,837,837,1338
33,609,251,609,251
34,80,639,238,639
35,1491,1491,1491,1491
36,2190,1338,1338,1338
37,1479,1684,1684,1555
38,1949,1949,1949,1949
39,1911,220,11,220
40,1248,1483,1030,1483
41,986,733,733,733
42,1227,1227,1227,1227
43,80,639,238,639
44,2120,2120,1579,2120
45,2097,1257,1257,1257
46,1544,1436,1436,1436
47,1321,7,1896,7
48,2120,2120,586,2120
49,80,639,639,639
50,204,733,733,733
1,1366,837,1285,837
2,760,807,760,807
3,1167,1167,1167,594
4,729,76,84,111
5,1817,1817,1817,383
6,1633,1176,1176,1176
7,1745,1491,1491,1762
8,544,394,1344,394
9,1554,1676,1676,1676
10,431,1973,1973,1973
12,2125,1466,1466,1466
13,1359,596,9,73
14,2223,639,639,639
15,760,807,760,807
16,1104,1203,1203,1203
17,2189,733,733,733
18,1665,367,720,367
19,80,639,639,639
20,1801,1978,1801,1978
21,431,1973,432,1973
22,720,720,720,1333
23,1562,1579,1579,2189
24,2125,1712,1712,1712
25,80,639,639,639
26,1013,1227,1227,1227
27,720,720,720,1333
28,2097,1257,1257,1257
29,1227,1227,1227,1227
30,1814,1444,2011,1173
31,31,1591,1591,1591
32,760,1058,760,1058
33,113,1884,1884,1884
34,1248,1466,1466,1466
35,1104,837,837,1338
36,2189,1579,1579,2189
37,80,238,238,508
38,1604,724,1227,1227
39,609,251,609,251
40,760,607,760,607
42,1491,1491,1491,1491
43,577,1936,749,1936
46,1817,1247,1817,1247
47,1479,1684,1684,1555
48,80,639,238,639
49,80,639,639,639
50,1248,1483,1030,1483
1,1817,1817,1817,383
2,1366,837,1285,837
3,729,76,84,111
4,760,807,760,807
5,1633,1176,1176,1176
6,729,785,84,511
7,1099,2199,1375,1715
8,1167,1167,1167,594
9,1745,1491,1491,1762
10,544,394,1344,394
11,729,217,84,217
12,1545,1684,1684,202
13,1554,1676,1676,1676
14,431,1973,1973,1973
15,1359,596,9,73
16,2125,1466,1466,1466
17,720,720,720,1333
18,2223,639,639,639
19,2189,733,733,733
20,1104,1203,1203,1203
21,80,639,639,639
22,1801,1978,1801,1978
23,1665,367,720,367
24,729,217,84,217
25,431,1973,432,1973
26,250,1295,590,1295
27,80,639,639,639
28,720,720,720,1333
29,729,562,84,562
31,1562,1579,1579,2189
33,1013,1227,1227,1227
34,2125,1712,1712,1712
35,31,1591,1591,1591
36,1248,1466,1466,1466
37,1104,837,837,1338
38,36,733,733,733
39,729,653,84,653
40,80,238,238,508
41,1227,1227,1227,1227
42,1491,1491,1491,1491
43,2189,1579,1579,2189
44,1561,1211,1211,127
45,760,807,760,807
46,609,251,609,251
47,1814,1444,2011,1173
48,113,1884,1884,1884
49,2097,1257,1257,1257
50,1817,1690,1817,1690
1,2080,487,2080,487
2,1817,1817,1817,383
3,1366,837,1285,837
4,2080,459,1939,459
5,729,76,84,111
6,760,807,760,807
7,729,785,84,511
8,1633,1176,1176,1176
9,2080,394,1245,394
10,1099,2199,1375,1715
11,1167,1167,1167,594
12,1545,1684,1684,202
13,2080,1764,1764,1764
14,1745,1491,1491,1762
15,431,1973,1973,1973
16,729,217,84,217
17,1554,1676,1676,1676
18,544,394,1344,394
19,2080,1454,439,1454
20,1309,694,1309,694
21,3,3,3,3
22,1359,596,9,73
23,1561,1211,1211,127
24,1801,1978,1801,1978
25,720,720,720,1333
26,2189,733,733,733
27,2125,1466,1466,1466
28,80,639,639,639
29,431,1973,432,1973
30,2223,639,639,639
31,1104,1203,1203,1203
32,1665,367,720,367
33,80,639,639,639
34,720,720,720,1333
35,3,3,3,3
36,729,217,84,217
37,1248,1466,1466,1466
38,31,1591,1591,1591
39,1817,1690,1817,1690
40,1491,1491,1491,1491
41,1104,837,837,1338
42,1562,1579,1579,2189
43,80,238,238,508
45,1723,1084,1083,1084
46,1013,1227,1227,1227
47,250,1295,590,1295
48,1066,7,1344,7
49,729,562,84,562
50,36,733,733,733
1,720,720,720,367
2,2080,487,2080,487
3,1817,1817,1817,383
4,1366,1213,2017,1213
5,3,3,3,3
6,1366,837,1285,837
7,2080,459,1939,459
8,729,76,84,111
9,804,379,379,379
10,1309,694,1309,694
11,760,807,760,807
12,2178,1684,1684,2088
13,1302,1379,1379,1379
14,729,785,84,511
15,1633,1176,1176,1176
16,1099,2199,1375,1715
17,431,1973,1973,1973
18,1545,1684,1684,202
19,1167,1167,1167,594
20,1745,1491,1491,1762
21,1554,1676,1676,1676
22,3,3,3,3
23,2080,394,1245,394
24,544,394,1344,394
25,1621,1407,1676,1676
26,1359,596,9,73
27,1801,1978,1801,1978
28,729,217,84,217
29,1561,1211,1211,127
30,720,720,720,1333
31,431,1973,432,1973
32,2080,1764,1764,1764
33,2189,733,733,733
34,80,639,639,639
35,2080,1454,439,1454
36,1104,1203,1203,1203
37,2125,1466,1466,1466
38,2223,639,639,639
39,720,720,720,1333
40,80,639,639,639
41,1665,367,720,367
42,1248,1466,1466,1466
43,31,1591,1591,1591
44,1969,765,765,765
45,577,1936,749,1936
46,1817,1690,1817,1690
47,804,1895,1895,759
48,1491,1491,1491,1491
49,1316,1316,1316,1922
50,1104,837,837,1338
1,1491,1762,1491,1762
2,1491,1491,1491,1923
3,2080,487,2080,487
4,720,720,720,367
5,1366,1213,2017,1213
6,1817,1817,1817,383
7,2046,2046,1579,2046
8,1491,1762,1491,1762
9,1491,1491,1491,1762
10,1973,1973,1973,1973
11,1491,1762,1491,1762
12,1491,1762,1491,1762
13,1366,837,1285,837
14,711,1462,1462,926
15,1491,1491,1491,1923
16,729,76,84,111
17,804,379,379,379
18,1309,694,1309,694
19,3,3,3,3
20,2080,459,1939,459
21,760,807,760,807
22,431,1973,1973,1973
23,2178,1684,1684,2088
24,729,785,84,511
25,1099,2199,1375,1715
26,1633,1176,1176,1176
27,1554,1676,1676,1676
28,1745,1491,1491,1762
29,1545,1684,1684,202
30,642,1295,1295,539
31,1167,1167,1167,594
32,1263,2107,2107,2107
33,544,394,1344,394
34,1801,1978,1801,1978
35,431,1973,432,1973
36,1969,765,765,765
37,1429,719,2017,719
38,1359,596,9,73
39,1302,1379,1379,1379
40,2189,733,733,733
41,720,720,720,1333
42,1561,1211,1211,127
43,80,639,639,639
44,2080,394,1245,394
45,1263,1713,925,1983
46,729,217,84,217
47,1104,1203,1203,1203
49,80,639,639,639
50,3,3,3,3
1,1491,1762,1491,1762
2,726,38,1727,394
3,1491,1491,1491,1923
4,2080,487,2080,487
5,1491,1491,1491,1762
6,1366,1213,2017,1213
7,1817,1817,1817,383
8,1491,1762,1491,1762
9,720,720,720,367
10,1491,1762,1491,1762
11,1491,1762,1491,1762
12,1491,1491,1491,1923
13,1366,837,1285,837
14,2046,2046,1579,2046
15,729,76,84,111
16,642,1295,1295,539
17,760,807,760,807
18,1309,694,1309,694
19,804,379,379,379
20,1973,1973,1973,1973
21,431,1973,1973,1973
22,2080,459,1939,459
23,711,1462,1462,926
24,3,3,3,3
25,1554,1676,1676,1676
26,1969,765,765,765
27,37,733,733,733
28,1099,2199,1375,1715
29,1745,1491,1491,1762
30,726,56,1727,444
31,2178,1684,1684,2088
32,729,785,84,511
33,1633,1176,1176,1176
34,1057,1041,1041,1041
35,544,394,1344,394
36,1801,1978,1801,1978
37,1871,509,367,509
39,1438,1041,1471,1789
40,1545,1684,1684,202
41,1167,1167,1167,594
42,431,1973,432,1973
43,1429,719,2017,719
44,1359,596,9,73
45,726,35,1939,119
46,2189,733,733,733
47,720,720,720,1333
48,726,658,927,658
49,726,496,1458,496
50,80,639,639,639
1,1973,1973,1973,1973
2,1491,1762,1491,1762
3,726,38,1727,394
4,1817,1817,1817,383
5,2080,487,2080,487
6,1491,1491,1491,1923
7,1366,1213,2017,1213
8,1491,1762,1491,1762
9,720,720,720,367
10,1973,1973,1973,1973
11,1491,1491,1491,1762
12,1288,1699,900,1699
13,1366,837,1285,837
14,642,1295,1295,539
15,1491,1762,1491,1762
16,1491,1762,1491,1762
17,1756,1861,1861,733
18,729,76,84,111
19,431,1973,1973,1973
20,2046,2046,1579,2046
21,760,807,760,807
22,1491,1491,1491,1923
23,1309,694,1309,694
24,1969,765,765,765
25,804,379,379,379
26,1554,1676,1676,1676
27,2080,459,1939,459
28,1950,1782,1782,1782
29,804,719,439,719
30,711,1462,1462,926
31,1973,1973,1973,1973
32,3,3,3,3
33,1099,2199,1375,1715
34,37,733,733,733
35,729,785,84,511
36,1745,1491,1491,1762
37,2178,1684,1684,2088
38,431,1973,432,1973
39,1801,1978,1801,1978
40,1359,596,9,73
41,425,2088,425,2088
42,1633,1176,1176,1176
43,1167,1167,1167,594
44,544,394,1344,394
45,1429,719,2017,719
46,2189,733,733,733
47,720,720,720,1333
48,1545,1684,1684,202
50,80,639,639,639
1,1756,1861,1861,733
2,1973,1973,1973,1973
3,1662,1774,1774,1079
4,1491,1762,1491,1762
5,1817,1817,1817,383
6,726,38,1727,394
7,2080,487,2080,487
8,1366,1213,2017,1213
9,720,720,720,367
10,1491,1762,1491,1762
11,1305,43,477,43
12,642,1295,1295,539
13,1491,1491,1491,1923
14,1366,837,1285,837
15,729,76,84,111
16,1288,1699,900,1699
17,946,934,934,1715
18,1554,1676,1676,1676
19,1491,1491,1491,1762
20,37,733,733,733
21,2112,1648,2004,388
22,1969,765,765,765
23,760,807,760,807
24,431,1973,1973,1973
25,1491,1762,1491,1762
26,1491,1762,1491,1762
27,1973,1973,1973,1973
28,1309,694,1309,694
29,804,379,379,379
30,199,394,1893,394
31,2080,459,1939,459
32,2046,2046,1579,2046
33,1099,2199,1375,1715
34,711,1573,1150,1573
35,729,785,84,511
36,3,3,3,3
37,711,1462,1462,926
38,1973,1973,1973,1973
39,1491,1491,1491,1923
40,1429,719,2017,719
41,1359,596,9,73
42,544,394,1344,394
43,1745,1491,1491,1762
44,1801,1978,1801,1978
45,1167,1167,1167,594
46,431,1973,432,1973
47,2178,1684,1684,2088
