NaN,가수,작사,작곡,편곡
21,AKMU ,이찬혁,이찬혁,서기
22,Carly Rae Jepsen,NaN,NaN,NaN
23,2PM,박진영,박진영,박진영
24,이기찬,양재선,MGR,NaN
25,바이브,류재현,류재현,류재현
26,박새별,박새별,박새별,박새별
27,별,NaN,NaN,NaN
28,윤하,김이나,Score,NaN
29,2PM,박진영,박진영,박진영
30,서인영,KUSH,KUSH,서원진
31,포맨,미,미,KingMing
32,Ecobridge,Ecobridge,Ecobridge,Ecobridge
33,조용필,최우미,Scott Krippayne,NaN
34,김슬기,정지훈,정지훈,NaN
35,이효리,이효리,Nermin Harambasic,배영준
36,바이브,류재현,류재현,류재현
37,써니힐,개미,개미,이건영
38,이효리,Brian Kim,Christian Vinten,배영준
39,바이브,류재현,류재현,류재현
40,용준형,이동현,Postino,Postino
41,투빅,NaN,NaN,NaN
42,앤드류 최,NaN,NaN,NaN
43,티아라 N4,이단옆차기,이단옆차기,이단옆차기
44,이예준,이승철,윤명선,런치송 프로젝트
45,싸이 ,싸이 ,싸이 ,유건형
46,나인뮤지스,송수윤,한재호,한재호
47,Daft Punk,NaN,NaN,NaN
1,Lim Kim,검정치마,검정치마,NaN
2,범키,범키,프라이머리,프라이머리
3,허각,이단옆차기,이단옆차기,이단옆차기
4,포맨,최성일,최성일,최성일
5,레인보우,김기범,김기범,NaN
6,EXO,Kenzie,Kenzie,Will Simms
7,AKMU ,이찬혁,이찬혁,와사비사운드
8,이효리,이효리,Nermin Harambasic,NaN
9,투개월,신재평,신재평,NaN
10,비스트,용준형,용준형,용준형
11,EXO,조윤경,임광욱,임광욱
12,엠블랙,Zion.T,프라이머리,프라이머리
13,CL,TEDDY,TEDDY,TEDDY
14,포미닛,용감한 형제,용감한 형제,용감한 형제
15,The One ,NaN,NaN,NaN
16,EXO,서지음,신혁,신혁
17,이정,회장님,회장님,회장님
18,투빅,안영민,조영수,조영수
19,로이킴,로이킴,로이킴,정지찬
20,이승기,이승기,이승기,이단옆차기
21,HUS,이지린,이지린,이지린
22,윤종신,윤종신,윤종신,황성제
23,보아 ,김이나,김형석,김형석
24,조용필,최우미,Marty Dodson,NaN
25,EXO,김부민,Hitchhiker,Hitchhiker
26,제이레빗,제이레빗,정다운,정다운
27,B1A4,NaN,NaN,NaN
28,헨리 ,Misfit,Svante Halldin,Svante Halldin
29,투빅,NaN,NaN,NaN
30,이효리,이효리,이효리,이상순
31,AKMU ,이찬혁,이찬혁,서기
32,EXO,홍지유,Denzil Remedios,Denzil Remedios
33,시크릿,강지원,강지원,강지원
34,백지영,NaN,NaN,NaN
35,MIKA,NaN,NaN,NaN
36,EXO,조윤경,Christian Fast,Christian Fast
37,신화,Brian Kim,Lee McCutcheon,Lee McCutcheon
38,EXO,서지음,신혁,신혁
39,별,NaN,NaN,NaN
40,바이브,류재현,류재현,류재현
41,수지,NaN,NaN,NaN
42,EXO,Misfit,Goodwill,Goodwill
43,바이브,류재현,류재현,류재현
44,EXO,이현규,Jay J. Kim,Jay J. Kim
45,EXO,Kenzie,Kenzie,Kenzie
46,2PM,박진영,박진영,박진영
47,걸스데이,남기상,남기상,권선익
48,윤하,김이나,Score,NaN
49,조용필,최우미,Scott Krippayne,NaN
1,씨스타,이단옆차기,이단옆차기,김도훈
2,넬,김종완 of NELL,김종완 of NELL,넬
3,씨스타,이단옆차기,이단옆차기,Ichiro Suezawa
4,씨스타,라이머,귓방망이,귓방망이
5,애프터스쿨,용감한 형제,용감한 형제,용감한 형제
6,Lim Kim,검정치마,검정치마,NaN
7,아이비,박진영,박진영,박진영
8,허각,이단옆차기,이단옆차기,이단옆차기
9,이승철,전해성,전해성,박지운
10,"티아라, 더 씨야, 파이브돌스, 스피드",이단옆차기,조영수,이단옆차기
11,넬,김종완 of NELL,김종완 of NELL,김종완 of NELL
12,씨스타,로빈,로빈,로빈
13,포맨,최성일,최성일,최성일
14,씨스타,허성진,허성진,허성진
15,제이레빗,제이레빗,정다운,정다운
16,넬,김종완 of NELL,김종완 of NELL,김종완 of NELL
17,범키,범키,프라이머리,프라이머리
18,레인보우,김기범,김기범,NaN
19,넬,김종완 of NELL,김종완 of NELL,김종완 of NELL
20,씨스타,이단옆차기,이단옆차기,영광의얼굴들
21,넬,김종완 of NELL,김종완 of NELL,김종완 of NELL
22,이효리,이효리,Nermin Harambasic,NaN
23,헨리 ,Misfit,Svante Halldin,Svante Halldin
24,넬,김종완 of NELL,김종완 of NELL,NaN
25,투개월,신재평,신재평,NaN
26,AKMU ,이찬혁,이찬혁,와사비사운드
27,포미닛,용감한 형제,용감한 형제,용감한 형제
28,씨스타,라이머,ASSBRASS,ASSBRASS
29,EXO,Kenzie,Kenzie,Will Simms
30,씨스타,이단옆차기,이단옆차기,Ichiro Suezawa
31,비스트,용준형,용준형,용준형
32,엠블랙,Zion.T,프라이머리,프라이머리
33,The One ,NaN,NaN,NaN
34,비스트,용준형,용준형,용준형
35,CL,TEDDY,TEDDY,TEDDY
36,씨스타,이단옆차기,이단옆차기,박장근
37,씨스타,민연재,Tarmo Keranen,NaN
38,케이윌,지병주,EON,EON
39,백지영,NaN,NaN,NaN
40,이수영,알고보니혼수상태,알고보니혼수상태,유재경
41,로이킴,로이킴,로이킴,정지찬
42,에브리싱글데이,문성남,문성남,문성남
43,조용필,최우미,Marty Dodson,NaN
44,이승기,이승기,이승기,이단옆차기
45,MIKA,NaN,NaN,NaN
46,HUS,이지린,이지린,이지린
47,B1A4,NaN,NaN,NaN
48,이효리,이효리,이효리,이상순
49,보아 ,김이나,김형석,김형석
50,투빅,안영민,조영수,조영수
1,Lim Kim,윤종신,윤종신,G. Brown
2,이승철,전해성,전해성,전해성
3,씨스타,이단옆차기,이단옆차기,김도훈
4,정엽,정엽,정엽,Ecobridge
5,Lim Kim,정준일,정준일,정준일
6,최진혁,지훈,오창훈,오창훈
7,이승철,전해성,전해성,박지운
8,백아연,e.one,e.one,e.one
9,애프터스쿨,용감한 형제,용감한 형제,용감한 형제
10,비스트,용준형,용준형,용준형
11,Lim Kim,검정치마,검정치마,NaN
12,써니힐,김이나,KZ,KZ
13,씨스타,이단옆차기,이단옆차기,Ichiro Suezawa
14,아이비,박진영,박진영,박진영
15,라디,라디 ,라디 ,라디 
16,달샤벳,민설,남기상,NaN
17,허각,이단옆차기,이단옆차기,이단옆차기
18,포맨,최성일,최성일,최성일
19,Lim Kim,이규호,이규호,이규호
20,넬,김종완 of NELL,김종완 of NELL,넬
21,울랄라세션,박승일,박승일,김지수
22,씨스타,라이머,귓방망이,귓방망이
23,범키,범키,프라이머리,프라이머리
24,이현우,김창락,김창락,NaN
25,투개월,신재평,신재평,NaN
26,씨스타,허성진,허성진,허성진
27,The One ,NaN,NaN,NaN
28,레인보우,김기범,김기범,NaN
29,포미닛,용감한 형제,용감한 형제,용감한 형제
30,헨리 ,Misfit,Svante Halldin,Svante Halldin
31,이승철,한웅재,한웅재,전해성
32,씨스타,로빈,로빈,로빈
33,이승철,전해성,전해성,전해성
34,"티아라, 더 씨야, 파이브돌스, 스피드",이단옆차기,조영수,이단옆차기
35,이승철,전해성,전해성,Davor Vulama
36,코요태,빽가,배진렬,배진렬
37,이효리,이효리,Nermin Harambasic,NaN
38,이승철,이승철,전해성,전해성
39,AKMU ,이찬혁,이찬혁,와사비사운드
40,이승철,전해성,전해성,전해성
41,이승철,수경,수경,전해성
42,제이레빗,제이레빗,정다운,정다운
43,이승철,Common Tale,Vontasy Park,전해성
44,BMK,윤사라,김원,김원
45,EXO,Kenzie,Kenzie,Will Simms
46,로이킴,로이킴,로이킴,정지찬
47,에브리싱글데이,문성남,문성남,문성남
48,조용필,최우미,Marty Dodson,NaN
49,이승철,전해성,전해성,전해성
50,리오케이코아,NaN,NaN,NaN
1,로이킴,로이킴,로이킴,정지찬
2,이승철,전해성,전해성,전해성
3,Lim Kim,윤종신,윤종신,G. Brown
4,걸스데이,남기상,남기상,권선익
5,아웃사이더,NaN,NaN,NaN
6,버벌진트,버벌진트,버벌진트,버벌진트
7,씨스타,이단옆차기,이단옆차기,김도훈
8,로이킴,로이킴,정지찬,NaN
9,포미닛,용감한 형제,용감한 형제,용감한 형제
10,정엽,정엽,정엽,Ecobridge
11,울랄라세션,김이나,물만난물고기,물만난물고기
12,로이킴,로이킴,로이킴,정지찬
13,써니힐,김이나,KZ,KZ
14,달샤벳,민설,남기상,NaN
15,이승철,전해성,전해성,박지운
16,애프터스쿨,용감한 형제,용감한 형제,용감한 형제
17,YB,윤도현,윤도현,NaN
18,로이킴,로이킴,정지찬,NaN
19,씨스타,이단옆차기,이단옆차기,Ichiro Suezawa
20,Lim Kim,정준일,정준일,정준일
21,백아연,e.one,e.one,e.one
22,포맨,최성일,최성일,최성일
23,울랄라세션,박승일,박승일,김지수
24,Lim Kim,검정치마,검정치마,NaN
25,최진혁,지훈,오창훈,오창훈
26,SHINee ,Kenzie,Kenzie,Kenzie
27,스윗소로우,김영우,김영우,배영준
28,로이킴,로이킴,로이킴,정지찬
29,아이비,박진영,박진영,박진영
30,허각,이단옆차기,이단옆차기,이단옆차기
31,B.A.P,강지원,강지원,NaN
32,로이킴,로이킴,로이킴,정지찬
33,로이킴,로이킴,로이킴,정지찬
34,비스트,용준형,용준형,용준형
35,범키,범키,프라이머리,프라이머리
36,이현우,김창락,김창락,NaN
37,씨스타,라이머,귓방망이,귓방망이
38,소울스타,최갑원,PJ,PJ
39,씨스타,허성진,허성진,허성진
40,넬,김종완 of NELL,김종완 of NELL,넬
41,포미닛,용감한 형제,용감한 형제,용감한 형제
42,The One ,NaN,NaN,NaN
43,헨리 ,Misfit,Svante Halldin,Svante Halldin
44,레인보우,김기범,김기범,NaN
45,나몰라패밀리N,J & S,TAXITA,J & S
46,아웃사이더,NaN,NaN,NaN
47,Kelly Clarkson,NaN,NaN,NaN
48,라디,라디 ,라디 ,라디 
49,Avril Lavigne,NaN,NaN,NaN
50,로이킴,로이킴,로이킴,정지찬
1,다이나믹 듀오,개코,개코,NaN
2,다이나믹 듀오,개코,개코,NaN
3,다비치,최규성,최규성,최규성
4,다이나믹 듀오,개코,개코,NaN
5,다이나믹 듀오,개코,최자,NaN
7,이승철,전해성,전해성,전해성
8,다이나믹 듀오,개코,개코,NaN
9,로이킴,로이킴,로이킴,정지찬
10,Lim Kim,윤종신,윤종신,G. Brown
11,다이나믹 듀오,개코,개코,NaN
12,다이나믹 듀오,개코,Simo,NaN
13,다이나믹 듀오,개코,개코,NaN
14,에이핑크,신사동 호랭이,신사동 호랭이,신사동 호랭이
15,존 박,정구현,정구현,정구현
16,포미닛,용감한 형제,용감한 형제,용감한 형제
17,다이나믹 듀오,개코,프라이머리,NaN
18,다이나믹 듀오,개코,개코,NaN
19,다이나믹 듀오,개코,최자,NaN
20,씨스타,이단옆차기,이단옆차기,김도훈
21,걸스데이,남기상,남기상,권선익
22,다이나믹 듀오,NaN,NaN,NaN
23,XIA,NaN,NaN,NaN
24,아웃사이더,NaN,NaN,NaN
25,제시카,김지향,MELODESIGN,MELODESIGN
26,김연지,다시봐도 촌놈,알고보니혼수상태,유재경
27,나윤권,김이나,김형석,김형석
28,정엽,정엽,정엽,Ecobridge
29,울랄라세션,김이나,물만난물고기,물만난물고기
30,버벌진트,버벌진트,버벌진트,버벌진트
31,창민,태윤미,개미,이건영
32,SHINee ,Kenzie,Kenzie,Kenzie
33,쥬얼리,Kupa,Kupa,Kupa
34,써니힐,김이나,KZ,KZ
35,이승철,전해성,전해성,박지운
36,애프터스쿨,용감한 형제,용감한 형제,용감한 형제
37,달샤벳,민설,남기상,NaN
38,씨스타,이단옆차기,이단옆차기,Ichiro Suezawa
39,로이킴,로이킴,정지찬,NaN
40,존 박,이상순,이상순,이상순
41,B.A.P,강지원,강지원,NaN
42,포맨,최성일,최성일,최성일
43,범키,범키,프라이머리,프라이머리
44,Kelly Clarkson,NaN,NaN,NaN
45,허각,이단옆차기,이단옆차기,이단옆차기
46,지나,물만난물고기,물만난물고기,서재하
47,2NE1,TEDDY,TEDDY,CHOICE37
48,몬스타 칼라바,김창환,김창환,Postino
49,스윗소로우,김영우,김영우,배영준
50,에이핑크,황금두현,황금두현,황금두현
1,2NE1,TEDDY,TEDDY,CHOICE37
2,브라운아이드걸스,프라이머리,프라이머리,프라이머리
3,다비치,최규성,최규성,최규성
4,에이핑크,신사동 호랭이,신사동 호랭이,신사동 호랭이
5,다이나믹 듀오,개코,개코,NaN
6,긱스,루이,루이,이상호
7,에일리,신사동 호랭이,신사동 호랭이,신사동 호랭이
8,신승훈,양재선,신승훈,신승훈
9,이승철,전해성,전해성,전해성
10,태연 ,NaN,NaN,NaN
11,다이나믹 듀오,개코,개코,NaN
12,Lim Kim,윤종신,윤종신,G. Brown
13,로이킴,로이킴,로이킴,정지찬
14,손승연,미쓰김,물만난물고기,NaN
15,씨스타,이단옆차기,이단옆차기,김도훈
16,에일리,더블 케이 ,A.I.P,하형주
17,쥬얼리,Kupa,Kupa,Kupa
18,포미닛,용감한 형제,용감한 형제,용감한 형제
19,걸스데이,남기상,남기상,권선익
20,정엽,정엽,정엽,Ecobridge
21,존 박,정구현,정구현,정구현
22,박재범,박재범,Cha Cha Malone,NaN
23,다이나믹 듀오,개코,개코,NaN
24,나윤권,김이나,김형석,김형석
25,다이나믹 듀오,개코,최자,NaN
26,김연지,다시봐도 촌놈,알고보니혼수상태,유재경
27,정엽,정엽,정엽,유니크노트
28,아웃사이더,NaN,NaN,NaN
29,에일리,허성진,허성진,허성진
30,버벌진트,버벌진트,버벌진트,버벌진트
32,SHINee ,Kenzie,Kenzie,Kenzie
33,이승철,전해성,전해성,박지운
34,언터쳐블,슬리피,강지원,강지원
35,에브리싱글데이,문성남,문성남,문성남
36,에이핑크,황금두현,황금두현,황금두현
37,다이나믹 듀오,개코,개코,NaN
38,써니힐,김이나,KZ,KZ
39,김용준,안영민,안영민,안영민
40,다이나믹 듀오,개코,개코,NaN
41,달샤벳,민설,남기상,NaN
42,울랄라세션,김이나,물만난물고기,물만난물고기
43,크레용팝,김유민,김유민,김유민
44,제시카,김지향,MELODESIGN,MELODESIGN
45,포미닛,용감한 형제,용감한 형제,용감한 형제
46,에일리,양승욱,양승욱,신정은
47,에일리,라이머,마스터키,마스터키
48,다이나믹 듀오,개코,개코,NaN
49,에일리,김이나,제아,KZ
50,다이나믹 듀오,개코,Simo,NaN
1,강승윤,장지원,장석준,장석준
2,에일리,신사동 호랭이,신사동 호랭이,신사동 호랭이
3,인피니트,Rphabet,Rphabet,Rphabet
4,유성은,허성진,허성진,허성진
5,2NE1,TEDDY,TEDDY,CHOICE37
6,에이핑크,신사동 호랭이,신사동 호랭이,신사동 호랭이
7,다비치,최규성,최규성,최규성
8,비스트,용준형,용준형,용준형
9,다이나믹 듀오,개코,개코,NaN
10,이승철,전해성,전해성,전해성
11,에일리,더블 케이 ,A.I.P,하형주
12,XIA,회장님,회장님,회장님
13,브라운아이드걸스,프라이머리,프라이머리,프라이머리
14,주니엘,최갑원,김도훈,김도훈
15,신승훈,양재선,신승훈,신승훈
16,XIA,XIA,Bruce 'Automatic' Vanderveer,Bruce 'Automatic' Vanderveer
17,씨스타,이단옆차기,이단옆차기,김도훈
18,긱스,루이,루이,이상호
19,정엽,정엽,정엽,Ecobridge
20,임정희,NaN,NaN,NaN
21,Lim Kim,윤종신,윤종신,G. Brown
22,크레용팝,김유민,김유민,김유민
23,손승연,미쓰김,물만난물고기,NaN
24,인피니트,심지선,심은지,심은지
25,에일리,허성진,허성진,허성진
26,걸스데이,남기상,남기상,권선익
27,다이나믹 듀오,개코,개코,NaN
28,포미닛,용감한 형제,용감한 형제,용감한 형제
29,쥬얼리,Kupa,Kupa,Kupa
30,로이킴,로이킴,로이킴,정지찬
31,미스에스,라이머,원영헌,원영헌
32,태연 ,NaN,NaN,NaN
33,인피니트,하정호,하정호,하정호
34,에브리싱글데이,문성남,문성남,문성남
35,HUS,NaN,NaN,NaN
36,B.A.P,전다운,전다운,NaN
37,비스트,용준형,용준형,용준형
38,멜로디데이,이부미,이부미,우지훈
39,XIA,XIA,XIA,박일
40,아웃사이더,NaN,NaN,NaN
41,인피니트,심은지,심은지,심은지
42,XIA,Juno,회장님,회장님
43,다이나믹 듀오,개코,개코,NaN
44,윤종신,윤종신,윤종신,황성제
45,존 박,정구현,정구현,정구현
46,XIA,전해성,전해성,전해성
47,김연지,다시봐도 촌놈,알고보니혼수상태,유재경
48,박재범,박재범,Cha Cha Malone,NaN
49,유성은,GRUZIO,GRUZIO,GRUZIO
1,에일리,신사동 호랭이,신사동 호랭이,신사동 호랭이
2,비스트,용준형,용준형,용준형
3,에이핑크,신사동 호랭이,신사동 호랭이,신사동 호랭이
4,유성은,허성진,허성진,허성진
5,2NE1,TEDDY,TEDDY,CHOICE37
6,강승윤,장지원,장석준,장석준
7,크레용팝,김유민,김유민,김유민
8,인피니트,Rphabet,Rphabet,Rphabet
9,아웃사이더,아웃사이더,정창욱,정창욱
10,다비치,최규성,최규성,최규성
11,태완,NaN,NaN,NaN
12,이승철,전해성,전해성,전해성
13,다이나믹 듀오,개코,개코,NaN
14,코요태,물만난물고기,물만난물고기,이유진
15,정엽,정엽,정엽,Ecobridge
16,씨스타,이단옆차기,이단옆차기,김도훈
17,에일리,더블 케이 ,A.I.P,하형주
18,미스에스,라이머,원영헌,원영헌
19,이정현,이정현,PJ,PJ
20,브라운아이드걸스,프라이머리,프라이머리,프라이머리
21,Lim Kim,윤종신,윤종신,G. Brown
22,신승훈,양재선,신승훈,신승훈
23,프리스타일,NaN,NaN,NaN
24,주니엘,최갑원,김도훈,김도훈
25,임정희,NaN,NaN,NaN
26,긱스,루이,루이,이상호
27,걸스데이,남기상,남기상,권선익
28,아웃사이더,아웃사이더,이치원,이치원
29,쥬얼리,Kupa,Kupa,Kupa
30,포미닛,용감한 형제,용감한 형제,용감한 형제
31,디셈버,NaN,NaN,NaN
32,다이나믹 듀오,개코,개코,NaN
33,손승연,미쓰김,물만난물고기,NaN
34,에브리싱글데이,문성남,문성남,문성남
35,로이킴,로이킴,로이킴,정지찬
36,존 박,정구현,정구현,정구현
37,박완규,은종태,오준성,오승은
38,에일리,허성진,허성진,허성진
39,Rihanna,NaN,NaN,NaN
40,요조,요조,요조,요조
